cityid,name,locality,cost,cuisine,votes,rating
210,Kebabsville,"Sayaji Hotel,Vijay Nagar, East Indore",1800,"North Indian,  Barbecue",197,4.3
210,Ketley - The Modern Tapri,"Vijay Nagar, East Indore",500,"North Indian,  Italian,  Fast Food",4,2.5
210,Koffee King,"New Palasia, Central Indore",400,"Fast Food,  Coffee,  Desserts,  Ice Cream",2,1
210,Koffee King,"Snehnagar, East Indore",400,"Fast Food,  Coffee,  Desserts,  Ice Cream",15,3.8
210,Kuk du Kuu,"BCM Heights,Vijay Nagar, East Indore",800,"North Indian,  Mughlai,  Chinese",12,2.6
210,Kyro,"Fortune Aura Rooftop,Bhanwar Kuan, South Indore",2000,"North Indian,  Chinese,  Mughlai",38,3
210,La Foret - The Forest Cafe,"Indore By Pass Road, East Indore",600,"Fast Food,  Shakes",5,4.8
210,Lamiyas,"Nipania, East Indore",500,Arabian,2,4.5
210,Lancer Cocktail Lounge,"Hotel Crown Palace,South Tukoganj, East Indore",2000,"North Indian,  Continental,  Oriental ",3,3.7
210,Laxmi Narayan Doodhwala,"The Mark Building,Old Palasia, Central Indore",200,Mithai,2,3.1
210,Little Italy,"Brilliant Convention Centre,Vijay Nagar, East Indore",1400,"Italian,  Pizza,  Mexican",242,4.5
210,Little Monk,"Nirvanaa Hotel and Resorts,Vijay Nagar, East Indore",1500,"North Indian,  Chinese,  Fast Food,  Italian",216,3.8
210,London Bubble Co.,"Vijay Nagar, East Indore",300,Desserts,4,3.8
210,Malt,"The Sheraton Grand,Indore By Pass Road, East Indore",2000,Finger Food,22,4
210,Mama Loca,"New Palasia, Central Indore",1200,"Lebanese,  Greek,  Italian",37,4
210,Mama Loca,"Vijay Nagar, East Indore",1200,"Lebanese,  Greek,  Italian",50,4.5
210,Mama's Kitchen,"Indore By Pass Road, East Indore",700,North Indian,1,5
210,Mister Shef,"Vijay Nagar, East Indore",800,"North Indian,  Italian,  Chinese,  Continental",17,3
210,Mocha,"YN Road, Central Indore",1100,"Continental,  Fast Food,  Italian",4,4.6
210,Moonshine Restaurant,"Hotel Regal Regency,Vijay Nagar, East Indore",800,"North Indian,  Mughlai,  Fast Food",1,4
210,Mr. Beans,"Old Palasia, Central Indore",1000,"Italian,  Continental,  Coffee,  Tea",142,3.8
210,Noor's Kitchen,"Shekhar Planet,Vijay Nagar, East Indore",800,"North Indian,  Fast Food",9,2.6
210,Not So Desi,"Brilliant Convention Centre,Vijay Nagar, East Indore",1600,Modern Indian,90,4.5
210,Occasion,"Hotel Amar Vilas,Chandra Nagar, North Indore",500,"Desserts,  Bakery and Confectionary",5,4.1
210,Oiya Restaurant,"New Palasia, Central Indore",500,"Fast Food,  Coffee,  Shakes",17,4.3
210,Olive,"Kings Park Hotel,Bhanwar Kuan, South Indore",1800,"North Indian,  Chinese",7,2.4
210,On Air,"New Palasia, Central Indore",600,North Indian,7,3.6
210,One Asia,"Indore Marriott Hotel,Vijay Nagar, East Indore",2500,"Asian,  Chinese,  Thai",83,4.6
210,Osmium Lounge,"Sapna Sangeeta Mall,Navlakha, Central Indore",1700,"Finger Food,  North Indian,  Chinese,  Fast Food",11,3.3
210,Ozone Wine And Dine,"Khajrana, East Indore",2000,"North Indian,  Finger Food",43,3.6
210,Pakka South,"Vijay Nagar, East Indore",500,South Indian,13,3.6
210,Panache,"Vijay Nagar, East Indore",400,North Indian,4,4.5
210,Pind Balluchi,"Vijay Nagar, East Indore",1400,"North Indian,  Mughlai",106,3.7
210,Pitchers Cafe Bar,"Vijay Nagar, East Indore",1200,"North Indian,  Italian,  Fast Food",94,3.7
210,Quick Meal by FUNDORE,"Rau, South Indore",500,"North Indian,  Chinese",6,4.5
210,Ranjeet's Kitchen,"Sudama Nagar, South Indore",400,"North Indian,  Chinese",25,3.6
210,Ranjeet's Kitchen,"Vijay Nagar, East Indore",400,"North Indian,  Chinese",56,3.7
210,Revolution,"Vijay Nagar, East Indore",2400,"North Indian,  Fast Food,  Continental",16,3.1
210,Riddhi Siddhi,"Vijay Nagar, East Indore",700,"North Indian,  South Indian",28,3.1
210,Rim Zim Club & Resort,"Rajendra Nagar, South Indore",1500,North Indian,2,4.4
210,Ring Road Social,"Nipania, East Indore",2000,"North Indian,  Continental,  American,  Asian",5,4.2
210,S Cafe,"The Sheraton Grand,Indore By Pass Road, East Indore",1500,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",513,4.4
210,SHOWOFF Bar & Kitchen,"Airen Heights,Vijay Nagar, East Indore",1600,"North Indian,  Continental,  Italian",109,3.9
210,Saffron,"Kings Park Hotel,Bhanwar Kuan, South Indore",1200,"North Indian,  Chinese,  Continental",20,2.8
210,Salt and Pepper,"Hotel Amar Vilas,Chandra Nagar, North Indore",1800,"North Indian,  Continental,  Oriental ",96,3.5
210,Sam's Momos & Rolls,"New Palasia, Central Indore",600,"Fast Food,  North Indian,  Chinese",65,4.3
210,Sardarji's Punjabi Zayka,"Rau, South Indore",800,"North Indian,  Chinese",2,3.4
210,Sassy House - All Day Cafe,"Vijay Nagar, East Indore",800,"Fast Food,  North Indian",26,3.9
210,Shack Pool Bar & Grill,"Crescent Spa And Resort,Indore By Pass Road, East Indore",2000,Finger Food,9,4.5
210,Shosha Cafebar,"Vijay Nagar, East Indore",2200,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Asian",40,3.5
210,Singh Sahab,"Navneet Tower,Old Palasia, Central Indore",800,"North Indian,  Chinese",15,3.8
210,Singh Sahab,"Sapna Sangeeta Mall,Navlakha, Central Indore",800,"North Indian,  Chinese",38,3.1
210,Sizzling Treat,"Hotel Crown Palace,South Tukoganj, East Indore",1500,"North Indian,  Continental,  Oriental ",21,4.4
210,Spice Route,"Shekhar Planet,Vijay Nagar, East Indore",500,South Indian,3,2.8
210,Split Bean,"Vijay Nagar, East Indore",1000,"North Indian,  Italian,  Chinese",30,3.1
210,Tandoori Darbar Family Restaurant,"Old Palasia, Central Indore",400,"North Indian,  Fast Food",25,3.2
210,Taste Of Town,"Vijay Nagar, East Indore",400,Fast Food,1,1
210,Tasty Foods,"Vijay Nagar, East Indore",700,"North Indian,  Chinese,  South Indian,  Fast Food",5,4.6
210,Tasty Sweets and Restaurant,"Nanda Nagar, North Indore",600,"North Indian,  Chinese,  Fast Food",7,4.2
210,Tea Diaries,"YN Road, Central Indore",500,Fast Food,15,1.6
210,Tea Post,"Vijay Nagar, East Indore",300,"Fast Food,  Tea",1,5
210,Tealogy,"Airen Heights,Vijay Nagar, East Indore",300,"Fast Food,  Tea",5,3.9
210,Tealogy,"Old Palasia, Central Indore",300,"Fast Food,  Tea",1,5
210,Tealogy,"South Tukoganj, East Indore",300,"Fast Food,  Tea",3,2.1
210,Terrace Treat,"Hotel Crown Palace,South Tukoganj, East Indore",1100,"North Indian,  Chinese,  Continental",19,4.4
210,The Allahabadi,"Vijay Nagar, East Indore",800,"North Indian,  Mughlai",3,3
210,The Backyard Bowl,"Indore By Pass Road, East Indore",1000,"North Indian,  Chinese,  Continental",5,3.5
210,The Baking Room,"New Palasia, Central Indore",300,"Desserts,  Bakery and Confectionary",21,4.4
210,The Barbeque Delight,"Vijay Nagar, East Indore",1100,"North Indian,  Barbecue",36,4.6
210,The Beer Cafe,"BCM Heights,Vijay Nagar, East Indore",1600,"Finger Food,  North Indian,  Italian",36,3.8
210,The Creative Kitchen,"Radisson Blu Hotel Indore,Vijay Nagar, East Indore",1800,"North Indian,  Continental,  Seafood,  Oriental ",145,3.8
210,The Eighteen Fine Dine Lounge,"Vijay Nagar, East Indore",1600,"North Indian,  Italian,  Continental",343,4.5
210,The Garden Restaurant,"Indore By Pass Road, East Indore",500,"North Indian,  Fast Food,  Chinese",11,2.2
210,The High Garden,"Old Palasia, Central Indore",600,"Fast Food,  Health Food",27,3.6
210,The ICF Lounge,"Sudama Nagar, South Indore",600,"North Indian,  Fast Food,  Chinese",29,3.7
210,The Lounge Bar,"Hotel Amar Vilas,Chandra Nagar, North Indore",1500,"North Indian,  Chinese",6,3
210,The Market,"Fairfield by Marriott Indore,Vijay Nagar, East Indore",800,"Fast Food,  Coffee,  Tea",17,4.3
210,The Marvel's Cafe,"Rajendra Nagar, South Indore",500,Fast Food,75,4.2
210,The Monroe Cafe,"New Palasia, Central Indore",800,"North Indian,  Italian,  Chinese",377,4.1
210,The Pantry Project,"New Palasia, Central Indore",600,"Italian,  Chinese,  Mexican,  Desserts",1,5
210,The Papaya Kitchen,"Papaya Tree Hotel,Rau, South Indore",1500,"North Indian,  Chinese",14,3.9
210,The Piano Project,"Vijay Nagar, East Indore",2000,"North Indian,  Mughlai",99,4.2
210,The Secret Table,"The Royal Garha Golf Club,Indore By Pass Road, East Indore",1100,"Italian,  Continental,  Desserts,  Bakery and Confectionary",67,4.7
210,The Silver Dining,"Indore By Pass Road, East Indore",800,"North Indian,  Chinese",5,4.6
210,The Spoonful Cafe,"Vijay Nagar, East Indore",250,North Indian,16,3.8
210,The Story Cafe,"SN Arcade,Vijay Nagar, East Indore",700,"Fast Food,  Italian,  Chinese,  Mexican",42,3.5
210,The Sultan's,"Rau, South Indore",1000,"North Indian,  Chinese,  Mughlai",44,3.3
210,The Voodoo Bar and Lounge,"Treasure Island Next Mall,South Tukoganj, East Indore",1900,"North Indian,  Chinese",1,5
210,Tic Tac Toe,"Giriraj Grande,Vijay Nagar, East Indore",1800,"Fast Food,  North Indian,  Fusion",203,4
210,Tiffany Blues,"Pride Hotel,Indore By Pass Road, East Indore",1200,"North Indian,  Continental,  Fast Food",70,4.4
210,Tiffin,"Hotel Winway,South Tukoganj, East Indore",1000,"North Indian,  Chinese,  Continental,  Street Food,  Malvani",153,4.2
210,Tonicue The Bar,"Hotel Malwa Inn,Rajendra Nagar, South Indore",1400,"North Indian,  Chinese",62,4.2
210,Trance The Pub,"Gamini Mall,Vijay Nagar, East Indore",1500,"North Indian,  Chinese",53,4.6
210,Twilight,"Hotel WOW,Vijay Nagar, East Indore",2200,Finger Food,40,4.5
210,Veerji's Biryani,"Vijay Nagar, East Indore",1000,"North Indian,  Biryani",2,5
210,Veg Bites,"Chandra Nagar, North Indore",600,"Fast Food,  Chinese",6,3.4
210,Veg Bites,"Old Palasia, Central Indore",600,"Fast Food,  Chinese",15,4.3
210,Veg Bites,"Snehnagar, East Indore",600,"Fast Food,  Chinese",21,3.2
210,Veg Bites,"South Tukoganj, East Indore",600,"Fast Food,  Chinese",16,2.1
210,Vegtawa Restaurant,"Sudama Nagar, South Indore",700,"North Indian,  Chinese",15,3.9
210,Vidorra,"Shekhar Central,Old Palasia, Central Indore",1200,"North Indian,  Chinese,  Finger Food",130,4.1
210,Waffles & More,"Manik Bagh Road, South Indore",500,"Fast Food,  Waffle,  Desserts",14,3.5
210,Wah Ji Wah,"Shekhar Planet,Vijay Nagar, East Indore",700,"North Indian,  Chinese",5,3.7
210,Wanna Puff,"Rau, South Indore",700,"North Indian,  Fast Food",26,3.7
210,Zakir Family Restaurant,"Khajrana, East Indore",400,"North Indian,  Mughlai,  Chinese",52,4.3
210,Zest,"Papaya Tree Hotel,Rau, South Indore",1700,"North Indian,  Italian,  Chinese,  Fast Food",5,3.8
210,Zuby's FNF,"Navneet Plaza,Old Palasia, Central Indore",500,Fast Food,16,3.7
217,#BC,"WelcomHeritage Traditional Haveli,Bani Park, Central Jaipur",2000,North Indian,24,4
217,1135 AD,"Amer, North Jaipur",2500,"Rajasthani,  North Indian,  Mughlai",55,3.9
217,14 Tables,"Mirza Ismail Road, West Jaipur",1700,"North Indian,  Continental",15,4.6
217,180 Degree,"The Theme Hotel,Tonk Road, South Jaipur",1300,"North Indian,  Chinese,  Continental",7,4
217,1st Story,"Four Points By Sheraton Hotel,Tonk Road, South Jaipur",2000,Finger Food,3,3.3
217,360°,"C Scheme, Central Jaipur",2200,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",160,4
217,3Ds Restro Lounge,"Malviya Nagar, South Jaipur",1700,"North Indian,  Italian,  Chinese,  Continental",23,3.4
217,5th Alley,"5 by OYO - Metropolitan,Bais Godam, Central Jaipur",1800,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  World Cuisine,  Desserts",15,4.1
217,Amritsar House,"Malviya Nagar, South Jaipur",1600,"North Indian,  Chinese,  Fast Food",80,4.4
217,Apsara Ice Cream,"C Scheme, Central Jaipur",300,"Desserts,  Ice Cream",50,4.7
217,Apsara Ice Cream,"Vaishali Nagar, West Jaipur",300,"Desserts,  Ice Cream",30,4.4
217,Arham Sweets,"Nirman Nagar, West Jaipur",1000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian",11,3.8
217,Arogo,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",1400,"North Indian,  South Indian,  Seafood",4,4.2
217,Asteria,"Tonk Road, South Jaipur",1200,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican,  Finger Food",117,4.1
217,Atsui Pan Asian - Radisson Blu Jaipur,"Radisson Blu Jaipur,Durgapura, South Jaipur",2500,"Asian,  Chinese,  Thai,  Japanese,  Korean",6,4.8
217,August House,"Vaishali Nagar, West Jaipur",1300,"Italian,  Mexican,  Continental",26,4.5
217,Aurum,"Hilton Hotel,Bais Godam, Central Jaipur",3100,"Multi-Cuisine,  North Indian,  Italian,  Continental",19,4.5
217,BEATLES Bar & Lounge,"Tonk Road, South Jaipur",2100,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Oriental ",95,4.3
217,Baradari,"Pink CIty, Central Jaipur",2400,"North Indian,  Italian,  Continental",30,4.4
217,Barbeque Nation,"Mirza Ismail Road, West Jaipur",1200,"Barbecue,  North Indian",97,4.5
217,Barbeque Nation,"Tonk Road, South Jaipur",1200,"Barbecue,  North Indian",108,4.4
217,Barista,"C Scheme, Central Jaipur",600,"Coffee,  North Indian,  Italian,  Continental,  Desserts",77,4.1
217,Beerlicious,"Malviya Nagar, South Jaipur",2000,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Finger Food",52,3.8
217,Between The Brews,"Tonk Road, South Jaipur",1100,"North Indian,  Chinese,  Continental",8,3.8
217,Biryani By Kilo,"Vaishali Nagar, West Jaipur",1100,"Mughlai,  Hyderabadi,  Biryani",68,4.4
217,Blue Pluto,"Tonk Road, South Jaipur",900,"North Indian,  Chinese,  Italian",4,4.7
217,Bombaye House,"Malviya Nagar, South Jaipur",700,"Street Food,  Fast Food,  Chinese,  South Indian",41,4.3
217,Brassica Grill & Platters,"Vaishali Nagar, West Jaipur",1300,"North Indian,  Mughlai,  Chettinad",20,4.4
217,Brewtown,"C Scheme, Central Jaipur",400,"Italian,  Fast Food",7,4.9
217,Brown Bites,"C Scheme, Central Jaipur",900,"Bakery and Confectionary,  Coffee,  Fast Food",2,2.5
217,Brown Bites,"Vaishali Nagar, West Jaipur",900,"Bakery and Confectionary,  Coffee,  Desserts,  Fast Food",19,4
217,Brown Sugar - Bakery and Cafe,"Malviya Nagar, South Jaipur",900,"North Indian,  Italian,  Fast Food,  Drinks",45,4.2
217,Brown Sugar Bistro,"Axis Mall,C Scheme, Central Jaipur",900,"North Indian,  Italian,  Fast Food,  Drinks",22,3.9
217,Brown Sugar Bistro,"Mansarovar, South Jaipur",700,"Italian,  Fast Food,  Bakery and Confectionary,  Drinks",23,4.6
217,Brown Sugar Bistro,"Raja Park, East Jaipur",900,"North Indian,  Italian,  Fast Food,  Drinks",44,4.5
217,Brown Sugar Bistro,"Tonk Road, South Jaipur",600,Fast Food,13,4.4
217,Brown Sugar Bistro,"Vidhyadhar Nagar, North Jaipur",900,"North Indian,  Italian,  Fast Food,  Drinks",15,4.3
217,Brown Sugar Grand,"C Scheme, Central Jaipur",900,"North Indian,  Italian,  Fast Food,  Drinks",87,4
217,Brown Sugar Grand,"Vaishali Nagar, West Jaipur",900,"North Indian,  Italian,  Fast Food,  Drinks",90,4.3
217,Brown Sugar Quick,"Bais Godam, Central Jaipur",600,Fast Food,3,3.9
217,Brown Sugar Quick,"Bapu Nagar, South Jaipur",600,Fast Food,2,4
217,Brown Sugar Quick,"Malviya Nagar, South Jaipur",600,Fast Food,5,3.4
217,Burj,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",2000,Finger Food,34,3.2
217,COCO - Coffee and Company,"Bani Park, Central Jaipur",400,"Finger Food,  Coffee",5,4.7
217,Cafe Bae,"Bais Godam, Central Jaipur",1300,"Multi-Cuisine,  Italian,  Continental,  Mexican,  French,  Oriental ",99,4.4
217,Cafe Lazy Mojo,"C Scheme, Central Jaipur",1200,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  American",92,4.1
217,Cafe Lazy Mojo,"Malviya Nagar, South Jaipur",1200,"Continental,  North Indian,  Italian,  Chinese",311,4.5
217,Cafe Metanoia- Grand Uniara,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",1500,"Italian,  Fast Food",34,4.5
217,Cafe Viva,"Leisure Inn Grand Chanakya,Mirza Ismail Road, West Jaipur",1300,"North Indian,  Chinese,  Italian,  Seafood",2,4.5
217,Cafe Viva Bar,"Leisure Inn Grand Chanakya,Mirza Ismail Road, West Jaipur",1200,"North Indian,  Chinese,  Continental,  Thai",4,3
217,Cafe White Sage,"Civil Lines, Central Jaipur",1400,"Italian,  Continental,  Asian",3,5
217,Cava - The Uptown Lounge,"Gopalbari, North Jaipur",2500,"North Indian,  Italian",241,4.1
217,Chai Republic,"Malviya Nagar, South Jaipur",400,"Fast Food,  Tea",10,4.3
217,Chaisa,"C Scheme, Central Jaipur",800,"Fast Food,  Tea",20,3.6
217,Chaisa,"Lal Kothi, Central Jaipur",800,"Fast Food,  Tea",43,4.6
217,Chawla's Restaurant,"Sodala, West Jaipur",700,"North Indian,  Chinese",17,4.9
217,Chum Bakk Cafe,"Shyam Nagar, West Jaipur",1100,"Fast Food,  North Indian,  Italian",27,4.4
217,Citrus Cafe,"Lemon Tree Premier Hotel,Bani Park, Central Jaipur",2000,"Multi-Cuisine,  North Indian,  Continental,  Oriental ,  Rajasthani",4,4.5
217,Club Patio,"Hotel Dev Villas,Mansarovar, South Jaipur",1200,"North Indian,  Fast Food",87,4.6
217,Club Regio By Asteria,"Jaipur Central Mall,Tonk Road, South Jaipur",2100,"North Indian,  Continental,  Italian",1,1
217,Code Black,"Malviya Nagar, South Jaipur",1200,"North Indian,  Mexican",19,3.4
217,Colorbar,"Radisson Blu Jaipur,Durgapura, South Jaipur",3000,"North Indian,  Italian",9,4.1
217,Conversation,"The Fern An Ecotel Hotel,Tonk Road, South Jaipur",1800,"Continental,  Chinese,  Mughlai",16,4.4
217,Cosmos Jaipur,"Raja Park, East Jaipur",600,"Fast Food,  Italian",2,4.3
217,Crystal Multicusine Restaurant,"Raja Park, East Jaipur",500,"North Indian,  Chinese,  Continental",1,1
217,D Three,"C Scheme, Central Jaipur",1000,"North Indian,  Chinese,  Continental,  Mexican,  Fast Food",182,4.2
217,DND Bar And Lounge,"Hotel Maharani Prime,Sindhi Camp, Central Jaipur",1600,"North Indian,  Fast Food",21,4.6
217,Dal Bati Churma,"Bani Park, Central Jaipur",400,"North Indian,  Rajasthani",15,4.1
217,De Thali,"Raja Park, East Jaipur",700,North Indian,1,1
217,Decked Up By Garden Cafe,"Vaishali Nagar, West Jaipur",1100,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian",118,4.3
217,Demons Cafe & Lounge,"Malviya Nagar, South Jaipur",1200,"North Indian,  Chinese,  Fast Food",88,3.8
217,Dhaba Kulture,"Vaishali Nagar, West Jaipur",800,North Indian,44,4.1
217,Dolce,"Raja Park, East Jaipur",1200,"Italian,  Desserts,  Fast Food",5,3.7
217,Douse Rooftop And Kitchen,"Malviya Nagar, South Jaipur",1300,"North Indian,  Chinese,  Continental",51,4.3
217,Dragon House,"Radisson Jaipur City Center,Mirza Ismail Road, West Jaipur",2500,"Chinese,  Thai",41,4.4
217,Draught house bar and grill,"Malviya Nagar, South Jaipur",1500,"North Indian,  Oriental ,  Italian,  Fast Food",43,4.1
217,Esko Bar,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",1800,Finger Food,7,4.2
217,Experience Haven,"Jaipur Central Mall,Tonk Road, South Jaipur",1400,"North Indian,  Italian,  Asian",53,4.1
217,Fat Lulu's,"C Scheme, Central Jaipur",1400,"Italian,  American,  Lebanese",75,4
217,Fat Rabbit,"Bani Park, Central Jaipur",1500,"North Indian,  Continental,  Oriental ,  Sushi",28,4.5
217,Firewood,"Bapu Nagar, South Jaipur",1000,"North Indian,  Italian,  Chinese,  South Indian",41,4.2
217,Friedisthan,"Vaishali Nagar, West Jaipur",400,Fast Food,10,4.1
217,Fusion Health Food,"Mansarovar, South Jaipur",400,"Health Food,  Tea",2,4.5
217,Fusion Restro,"Lal Kothi, Central Jaipur",900,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",23,3.9
217,GVD Soni's Cafe,"Vaishali Nagar, West Jaipur",600,"Chinese,  Fast Food,  Italian",5,3.6
217,Game of Spices,"Mansarovar, South Jaipur",800,"North Indian,  Chinese,  South Indian,  Biryani",2,5
217,Grab A Coffee,"Malviya Nagar, South Jaipur",600,"Fast Food,  Coffee,  Shakes",4,5
217,Grand Indiana,"Mirza Ismail Road, West Jaipur",900,"North Indian,  Mughlai,  Chinese",21,4.3
217,Green Sugar,"Shyam Nagar, West Jaipur",800,"North Indian,  Chinese,  Italian",2,5
217,Gulabi Nagari,"Bani Park, Central Jaipur",1300,"North Indian,  Continental,  Fast Food",200,4.2
217,HIVE Shack 24x7,"Raja Park, East Jaipur",600,"North Indian,  Italian,  Fast Food",16,4.5
217,Handi Fusion,"Hotel Maya Mansion,Mirza Ismail Road, West Jaipur",1600,"North Indian,  Italian,  Chinese",28,4.1
217,Handi Restaurant,"Hotel Maya Mansion,Mirza Ismail Road, West Jaipur",1000,"North Indian,  Continental,  Mughlai",44,4.1
217,Handi Restaurant,"Vaishali Nagar, West Jaipur",1500,"North Indian,  Chinese,  Continental",26,3.9
217,Head Light On Roof Top Bar,"The Theme Hotel,Tonk Road, South Jaipur",1600,Finger Food,7,3.8
217,Henry's The Pub,"Hotel Park Prime,C Scheme, Central Jaipur",1500,"Multi-Cuisine,  North Indian,  Continental,  European",22,3.6
